route_id,service_id,trip_id,trip_departure_time,trip_arrival_time,trip_headsign,trip_short_name,direction_id,shape_id,wheelchair_accessible,bikes_allowed
ACOS,sabado,hacia_sanluis_sabado_18:20:00,18:20:00,19:40:00,San Luis,,1,hacia_sanluis,1,2
ACOS,sabado,hacia_sanluis_sabado_18:50:00,18:50:00,20:10:00,San Luis,,1,hacia_sanluis,1,2
ACOS,sabado,hacia_sanluis_sabado_20:30:00,20:30:00,21:50:00,San Luis,,1,hacia_sanluis,1,2
ACOS,sabado,hacia_sanluis_sabado_22:30:00,22:30:00,23:50:00,San Luis,,1,hacia_sanluis,1,2
ACOS,domingo,desde_sanluis_domingo_04:30:00,04:30:00,5:50:00,San José,,0,desde_sanluis,1,2
ACOS,domingo,desde_sanluis_domingo_06:30:00,06:30:00,7:50:00,San José,,0,desde_sanluis,1,2
ACOS,domingo,desde_sanluis_domingo_08:30:00,08:30:00,9:50:00,San José,,0,desde_sanluis,1,2
ACOS,domingo,desde_sanluis_domingo_10:30:00,10:30:00,11:50:00,San José,,0,desde_sanluis,1,2
ACOS,domingo,desde_sanluis_domingo_12:30:00,12:30:00,13:50:00,San José,,0,desde_sanluis,1,2
ACOS,domingo,desde_sanluis_domingo_14:30:00,14:30:00,15:50:00,San José,,0,desde_sanluis,1,2
ACOS,domingo,desde_sanluis_domingo_16:30:00,16:30:00,17:50:00,San José,,0,desde_sanluis,1,2
ACOS,domingo,desde_sanluis_domingo_18:30:00,18:30:00,19:50:00,San José,,0,desde_sanluis,1,2
ACOS,domingo,desde_sanluis_domingo_20:30:00,20:30:00,21:50:00,San José,,0,desde_sanluis,1,2
ACOS,domingo,hacia_sanluis_domingo_06:30:00,06:30:00,7:50:00,San Luis,,1,hacia_sanluis,1,2
ACOS,domingo,hacia_sanluis_domingo_08:30:00,08:30:00,9:50:00,San Luis,,1,hacia_sanluis,1,2
ACOS,domingo,hacia_sanluis_domingo_10:30:00,10:30:00,11:50:00,San Luis,,1,hacia_sanluis,1,2
ACOS,domingo,hacia_sanluis_domingo_12:30:00,12:30:00,13:50:00,San Luis,,1,hacia_sanluis,1,2
ACOS,domingo,hacia_sanluis_domingo_14:30:00,14:30:00,15:50:00,San Luis,,1,hacia_sanluis,1,2
ACOS,domingo,hacia_sanluis_domingo_16:30:00,16:30:00,17:50:00,San Luis,,1,hacia_sanluis,1,2
ACOS,domingo,hacia_sanluis_domingo_18:30:00,18:30:00,19:50:00,San Luis,,1,hacia_sanluis,1,2
ACOS,domingo,hacia_sanluis_domingo_20:30:00,20:30:00,21:50:00,San Luis,,1,hacia_sanluis,1,2
ACOS,domingo,hacia_sanluis_domingo_22:30:00,22:30:00,23:50:00,San Luis,,1,hacia_sanluis,1,2
TURR,entresemana,desde_turrujal_entresemana_04:35:00,04:35:00,5:55:00,San José,,0,desde_turrujal,1,2
TURR,entresemana,desde_turrujal_entresemana_05:30:00,05:30:00,6:50:00,San José,,0,desde_turrujal,1,2
TURR,entresemana,desde_turrujal_entresemana_06:00:00,06:00:00,7:20:00,San José,,0,desde_turrujal,1,2
TURR,entresemana,desde_turrujal_entresemana_07:00:00,07:00:00,8:20:00,San José,,0,desde_turrujal,1,2
TURR,entresemana,desde_turrujal_entresemana_09:00:00,09:00:00,10:20:00,San José,,0,desde_turrujal,1,2
TURR,entresemana,desde_turrujal_entresemana_11:00:00,11:00:00,12:20:00,San José,,0,desde_turrujal,1,2
TURR,entresemana,desde_turrujal_entresemana_13:15:00,13:15:00,14:35:00,San José,,0,desde_turrujal,1,2
TURR,entresemana,desde_turrujal_entresemana_15:15:00,15:15:00,16:35:00,San José,,0,desde_turrujal,1,2
TURR,entresemana,desde_turrujal_entresemana_16:45:00,16:45:00,18:05:00,San José,,0,desde_turrujal,1,2
TURR,entresemana,desde_turrujal_entresemana_19:30:00,19:30:00,20:50:00,Turrujal,,0,desde_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_06:40:00,06:40:00,8:00:00,Turrujal,,1,hacia_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_08:35:00,08:35:00,9:55:00,Turrujal,,1,hacia_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_10:30:00,10:30:00,11:50:00,Turrujal,,1,hacia_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_12:30:00,12:30:00,13:50:00,Turrujal,,1,hacia_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_14:40:00,14:40:00,16:00:00,Turrujal,,1,hacia_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_15:20:00,15:20:00,16:40:00,Turrujal,,1,hacia_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_16:35:00,16:35:00,17:55:00,Turrujal,,1,hacia_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_17:40:00,17:40:00,19:00:00,Turrujal,,1,hacia_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_18:45:00,18:45:00,20:05:00,Turrujal,,1,hacia_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_20:00:00,20:00:00,21:20:00,Turrujal,,1,hacia_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_21:30:00,21:30:00,22:50:00,Turrujal,,1,hacia_turrujal,1,2
TURR,sabado,desde_turrujal_sabado_05:00:00,05:00:00,6:20:00,San José,,0,desde_turrujal,1,2
TURR,sabado,desde_turrujal_sabado_06:00:00,06:00:00,7:20:00,San José,,0,desde_turrujal,1,2
TURR,sabado,desde_turrujal_sabado_07:00:00,07:00:00,8:20:00,San José,,0,desde_turrujal,1,2
TURR,sabado,desde_turrujal_sabado_08:30:00,08:30:00,9:50:00,San José,,0,desde_turrujal,1,2
TURR,sabado,desde_turrujal_sabado_10:30:00,10:30:00,11:50:00,San José,,0,desde_turrujal,1,2
TURR,sabado,desde_turrujal_sabado_12:30:00,12:30:00,13:50:00,San José,,0,desde_turrujal,1,2
TURR,sabado,desde_turrujal_sabado_15:00:00,15:00:00,16:20:00,San José,,0,desde_turrujal,1,2
TURR,sabado,desde_turrujal_sabado_19:30:00,19:30:00,20:50:00,San José,,0,desde_turrujal,1,2
TURR,sabado,hacia_turrujal_sabado_07:30:00,07:30:00,8:50:00,Turrujal,,1,hacia_turrujal,1,2
TURR,sabado,hacia_turrujal_sabado_09:30:00,09:30:00,10:50:00,Turrujal,,1,hacia_turrujal,1,2
TURR,sabado,hacia_turrujal_sabado_11:30:00,11:30:00,12:50:00,Turrujal,,1,hacia_turrujal,1,2
TURR,sabado,hacia_turrujal_sabado_13:30:00,13:30:00,14:50:00,Turrujal,,1,hacia_turrujal,1,2
TURR,sabado,hacia_turrujal_sabado_15:30:00,15:30:00,16:50:00,Turrujal,,1,hacia_turrujal,1,2
TURR,sabado,hacia_turrujal_sabado_16:45:00,16:45:00,18:05:00,Turrujal,,1,hacia_turrujal,1,2
