route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id,wheelchair_accessible,bikes_allowed
SGAB,entresemana,hacia_sangabriel_entresemana_22:30:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,sabado,desde_sangabriel_sabado_04:15:00,San José,,0,desde_sangabriel,1,2
SGAB,sabado,desde_sangabriel_sabado_05:15:00,San José,,0,desde_sangabriel,1,2
SGAB,sabado,desde_sangabriel_sabado_06:15:00,San José,,0,desde_sangabriel,1,2
SGAB,sabado,desde_sangabriel_sabado_07:30:00,San José,,0,desde_sangabriel,1,2
SGAB,sabado,desde_sangabriel_sabado_08:45:00,San José,,0,desde_sangabriel,1,2
SGAB,sabado,desde_sangabriel_sabado_10:15:00,San José,,0,desde_sangabriel,1,2
SGAB,sabado,desde_sangabriel_sabado_12:00:00,San José,,0,desde_sangabriel,1,2
SGAB,sabado,desde_sangabriel_sabado_14:00:00,San José,,0,desde_sangabriel,1,2
SGAB,sabado,desde_sangabriel_sabado_16:00:00,San José,,0,desde_sangabriel,1,2
SGAB,sabado,desde_sangabriel_sabado_18:00:00,San José,,0,desde_sangabriel,1,2
SGAB,sabado,desde_sangabriel_sabado_20:00:00,San José,,0,desde_sangabriel,1,2
SGAB,sabado,hacia_sangabriel_sabado_06:30:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,sabado,hacia_sangabriel_sabado_08:30:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,sabado,hacia_sangabriel_sabado_11:00:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,sabado,hacia_sangabriel_sabado_13:00:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,sabado,hacia_sangabriel_sabado_14:30:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,sabado,hacia_sangabriel_sabado_16:00:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,sabado,hacia_sangabriel_sabado_17:00:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,sabado,hacia_sangabriel_sabado_18:00:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,sabado,hacia_sangabriel_sabado_19:00:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,sabado,hacia_sangabriel_sabado_20:30:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,sabado,hacia_sangabriel_sabado_22:30:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,domingo,desde_sangabriel_domingo_04:30:00,San José,,0,desde_sangabriel,1,2
SGAB,domingo,desde_sangabriel_domingo_06:00:00,San José,,0,desde_sangabriel,1,2
SGAB,domingo,desde_sangabriel_domingo_07:30:00,San José,,0,desde_sangabriel,1,2
SGAB,domingo,desde_sangabriel_domingo_09:45:00,San José,,0,desde_sangabriel,1,2
SGAB,domingo,desde_sangabriel_domingo_11:00:00,San José,,0,desde_sangabriel,1,2
SGAB,domingo,desde_sangabriel_domingo_12:30:00,San José,,0,desde_sangabriel,1,2
SGAB,domingo,desde_sangabriel_domingo_14:30:00,San José,,0,desde_sangabriel,1,2
SGAB,domingo,desde_sangabriel_domingo_16:15:00,San José,,0,desde_sangabriel,1,2
SGAB,domingo,desde_sangabriel_domingo_18:30:00,San José,,0,desde_sangabriel,1,2
SGAB,domingo,desde_sangabriel_domingo_20:00:00,San José,,0,desde_sangabriel,1,2
SGAB,domingo,hacia_sangabriel_domingo_06:30:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,domingo,hacia_sangabriel_domingo_09:00:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,domingo,hacia_sangabriel_domingo_11:00:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,domingo,hacia_sangabriel_domingo_13:00:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,domingo,hacia_sangabriel_domingo_14:30:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,domingo,hacia_sangabriel_domingo_15:45:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,domingo,hacia_sangabriel_domingo_17:00:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,domingo,hacia_sangabriel_domingo_18:30:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,domingo,hacia_sangabriel_domingo_20:30:00,San Gabriel,,1,hacia_sangabriel,1,2
SGAB,domingo,hacia_sangabriel_domingo_22:30:00,San Gabriel,,1,hacia_sangabriel,1,2
ACOS,entresemana,desde_sanluis_entresemana_04:15:00,San José,,0,desde_sanluis,1,2
ACOS,entresemana,desde_sanluis_entresemana_05:00:00,San José,,0,desde_sanluis,1,2
ACOS,entresemana,desde_sanluis_entresemana_05:15:00,San José,,0,desde_sanluis,1,2
ACOS,entresemana,desde_sanluis_entresemana_05:45:00,San José,,0,desde_sanluis,1,2
ACOS,entresemana,desde_sanluis_entresemana_06:30:00,San José,,0,desde_sanluis,1,2
ACOS,entresemana,desde_sanluis_entresemana_07:30:00,San José,,0,desde_sanluis,1,2
ACOS,entresemana,desde_sanluis_entresemana_08:00:00,San José,,0,desde_sanluis,1,2
ACOS,entresemana,desde_sanluis_entresemana_10:00:00,San José,,0,desde_sanluis,1,2
ACOS,entresemana,desde_sanluis_entresemana_12:00:00,San José,,0,desde_sanluis,1,2
ACOS,entresemana,desde_sanluis_entresemana_14:15:00,San José,,0,desde_sanluis,1,2
ACOS,entresemana,desde_sanluis_entresemana_16:15:00,San José,,0,desde_sanluis,1,2
ACOS,entresemana,desde_sanluis_entresemana_17:30:00,San José,,0,desde_sanluis,1,2
ACOS,entresemana,desde_sanluis_entresemana_18:30:00,San José,,0,desde_sanluis,1,2
ACOS,entresemana,desde_sanluis_entresemana_20:30:00,San José,,0,desde_sanluis,1,2
ACOS,entresemana,hacia_sanluis_entresemana_05:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,entresemana,hacia_sanluis_entresemana_07:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,entresemana,hacia_sanluis_entresemana_09:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,entresemana,hacia_sanluis_entresemana_11:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,entresemana,hacia_sanluis_entresemana_13:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,entresemana,hacia_sanluis_entresemana_15:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,entresemana,hacia_sanluis_entresemana_16:15:00,San Luis,,1,hacia_sanluis,1,2
ACOS,entresemana,hacia_sanluis_entresemana_16:55:00,San Luis,,1,hacia_sanluis,1,2
ACOS,entresemana,hacia_sanluis_entresemana_17:15:00,San Luis,,1,hacia_sanluis,1,2
ACOS,entresemana,hacia_sanluis_entresemana_17:55:00,San Luis,,1,hacia_sanluis,1,2
ACOS,entresemana,hacia_sanluis_entresemana_18:15:00,San Luis,,1,hacia_sanluis,1,2
ACOS,entresemana,hacia_sanluis_entresemana_18:55:00,San Luis,,1,hacia_sanluis,1,2
ACOS,entresemana,hacia_sanluis_entresemana_19:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,entresemana,hacia_sanluis_entresemana_20:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,entresemana,hacia_sanluis_entresemana_22:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,sabado,desde_sanluis_sabado_04:20:00,San José,,0,desde_sanluis,1,2
ACOS,sabado,desde_sanluis_sabado_04:35:00,San José,,0,desde_sanluis,1,2
ACOS,sabado,desde_sanluis_sabado_05:30:00,San José,,0,desde_sanluis,1,2
ACOS,sabado,desde_sanluis_sabado_06:30:00,San José,,0,desde_sanluis,1,2
ACOS,sabado,desde_sanluis_sabado_07:30:00,San José,,0,desde_sanluis,1,2
ACOS,sabado,desde_sanluis_sabado_09:30:00,San José,,0,desde_sanluis,1,2
ACOS,sabado,desde_sanluis_sabado_11:30:00,San José,,0,desde_sanluis,1,2
ACOS,sabado,desde_sanluis_sabado_13:30:00,San José,,0,desde_sanluis,1,2
ACOS,sabado,desde_sanluis_sabado_16:00:00,San José,,0,desde_sanluis,1,2
ACOS,sabado,desde_sanluis_sabado_18:30:00,San José,,0,desde_sanluis,1,2
ACOS,sabado,desde_sanluis_sabado_20:30:00,San José,,0,desde_sanluis,1,2
ACOS,sabado,hacia_sanluis_sabado_06:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,sabado,hacia_sanluis_sabado_08:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,sabado,hacia_sanluis_sabado_10:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,sabado,hacia_sanluis_sabado_12:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,sabado,hacia_sanluis_sabado_14:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,sabado,hacia_sanluis_sabado_16:15:00,San Luis,,1,hacia_sanluis,1,2
ACOS,sabado,hacia_sanluis_sabado_17:15:00,San Luis,,1,hacia_sanluis,1,2
ACOS,sabado,hacia_sanluis_sabado_18:20:00,San Luis,,1,hacia_sanluis,1,2
ACOS,sabado,hacia_sanluis_sabado_18:50:00,San Luis,,1,hacia_sanluis,1,2
ACOS,sabado,hacia_sanluis_sabado_20:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,sabado,hacia_sanluis_sabado_22:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,domingo,desde_sanluis_domingo_04:30:00,San José,,0,desde_sanluis,1,2
ACOS,domingo,desde_sanluis_domingo_06:30:00,San José,,0,desde_sanluis,1,2
ACOS,domingo,desde_sanluis_domingo_08:30:00,San José,,0,desde_sanluis,1,2
ACOS,domingo,desde_sanluis_domingo_10:30:00,San José,,0,desde_sanluis,1,2
ACOS,domingo,desde_sanluis_domingo_12:30:00,San José,,0,desde_sanluis,1,2
ACOS,domingo,desde_sanluis_domingo_14:30:00,San José,,0,desde_sanluis,1,2
ACOS,domingo,desde_sanluis_domingo_16:30:00,San José,,0,desde_sanluis,1,2
ACOS,domingo,desde_sanluis_domingo_18:30:00,San José,,0,desde_sanluis,1,2
ACOS,domingo,desde_sanluis_domingo_20:30:00,San José,,0,desde_sanluis,1,2
ACOS,domingo,hacia_sanluis_domingo_06:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,domingo,hacia_sanluis_domingo_08:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,domingo,hacia_sanluis_domingo_10:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,domingo,hacia_sanluis_domingo_12:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,domingo,hacia_sanluis_domingo_14:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,domingo,hacia_sanluis_domingo_16:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,domingo,hacia_sanluis_domingo_18:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,domingo,hacia_sanluis_domingo_20:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,domingo,hacia_sanluis_domingo_22:30:00,San Luis,,1,hacia_sanluis,1,2
ACOS,entresemana,desde_acosta_entresemana_04:00:00,San José,,0,desde_acosta,1,2
TURR,entresemana,desde_turrujal_entresemana_04:35:00,San José,,0,desde_turrujal,1,2
TURR,entresemana,desde_turrujal_entresemana_05:30:00,San José,,0,desde_turrujal,1,2
TURR,entresemana,desde_turrujal_entresemana_06:00:00,San José,,0,desde_turrujal,1,2
TURR,entresemana,desde_turrujal_entresemana_07:00:00,San José,,0,desde_turrujal,1,2
TURR,entresemana,desde_turrujal_entresemana_09:00:00,San José,,0,desde_turrujal,1,2
TURR,entresemana,desde_turrujal_entresemana_11:00:00,San José,,0,desde_turrujal,1,2
TURR,entresemana,desde_turrujal_entresemana_13:15:00,San José,,0,desde_turrujal,1,2
TURR,entresemana,desde_turrujal_entresemana_15:15:00,San José,,0,desde_turrujal,1,2
TURR,entresemana,desde_turrujal_entresemana_16:45:00,San José,,0,desde_turrujal,1,2
TURR,entresemana,desde_turrujal_entresemana_19:30:00,Turrujal,,0,desde_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_06:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_08:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_10:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_12:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_14:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_16:35:00,Turrujal,,1,hacia_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_17:35:00,Turrujal,,1,hacia_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_18:35:00,Turrujal,,1,hacia_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_20:00:00,Turrujal,,1,hacia_turrujal,1,2
TURR,entresemana,hacia_turrujal_entresemana_21:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,sabado,desde_turrujal_sabado_05:00:00,San José,,0,desde_turrujal,1,2
TURR,sabado,desde_turrujal_sabado_06:00:00,San José,,0,desde_turrujal,1,2
TURR,sabado,desde_turrujal_sabado_07:00:00,San José,,0,desde_turrujal,1,2
TURR,sabado,desde_turrujal_sabado_08:30:00,San José,,0,desde_turrujal,1,2
TURR,sabado,desde_turrujal_sabado_10:30:00,San José,,0,desde_turrujal,1,2
TURR,sabado,desde_turrujal_sabado_12:30:00,San José,,0,desde_turrujal,1,2
TURR,sabado,desde_turrujal_sabado_15:00:00,San José,,0,desde_turrujal,1,2
TURR,sabado,desde_turrujal_sabado_17:00:00,San José,,0,desde_turrujal,1,2
TURR,sabado,desde_turrujal_sabado_19:30:00,San José,,0,desde_turrujal,1,2
TURR,sabado,hacia_turrujal_sabado_07:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,sabado,hacia_turrujal_sabado_09:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,sabado,hacia_turrujal_sabado_11:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,sabado,hacia_turrujal_sabado_13:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,sabado,hacia_turrujal_sabado_15:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,sabado,hacia_turrujal_sabado_16:45:00,Turrujal,,1,hacia_turrujal,1,2
TURR,sabado,hacia_turrujal_sabado_17:45:00,Turrujal,,1,hacia_turrujal,1,2
TURR,sabado,hacia_turrujal_sabado_19:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,sabado,hacia_turrujal_sabado_21:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,domingo,desde_turrujal_domingo_05:30:00,San José,,0,desde_turrujal,1,2
TURR,domingo,desde_turrujal_domingo_07:30:00,San José,,0,desde_turrujal,1,2
TURR,domingo,desde_turrujal_domingo_09:30:00,San José,,0,desde_turrujal,1,2
TURR,domingo,desde_turrujal_domingo_11:30:00,San José,,0,desde_turrujal,1,2
TURR,domingo,desde_turrujal_domingo_13:30:00,San José,,0,desde_turrujal,1,2
TURR,domingo,desde_turrujal_domingo_15:30:00,San José,,0,desde_turrujal,1,2
TURR,domingo,desde_turrujal_domingo_17:30:00,San José,,0,desde_turrujal,1,2
TURR,domingo,desde_turrujal_domingo_19:30:00,San José,,0,desde_turrujal,1,2
TURR,domingo,hacia_turrujal_domingo_07:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,domingo,hacia_turrujal_domingo_09:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,domingo,hacia_turrujal_domingo_11:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,domingo,hacia_turrujal_domingo_13:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,domingo,hacia_turrujal_domingo_15:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,domingo,hacia_turrujal_domingo_17:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,domingo,hacia_turrujal_domingo_19:30:00,Turrujal,,1,hacia_turrujal,1,2
TURR,domingo,hacia_turrujal_domingo_21:30:00,Turrujal,,1,hacia_turrujal,1,2
